status,label
বার্মাসহ বিশ্বময় মুসলিম ও সংখ্যালঘুদের জীবন রক্ষায় সাধ্যমত ভূমিকা রাখুনঃ  মহান আল্লাহ্ রাব্বুল আলামীন বলেনঃ  মানুষ হত্যা অথবা দুনিয়াতে বিপর্যয় সৃষ্টি করার অপরাধ ছাড়া অন্য কোন কারনে যে ব্যক্তি কাউকে হত্যা করলো সে যেন দুনিয়ার সমস্ত মানুষকে হত্যা করলো । আর যে ব্যক্তি কারো জীবন রক্ষা করলো সে যেন দুনিয়ার সমস্ত মানুষের জীবন রক্ষা করলো।  সুরা মায়িদাঃ আয়াত ৩২,1
-শমশেরনগর,2
"টাংগুয়ার হাওর, পিছনে মেঘালয়।",2
"! অনেক ভদ্র, শান্ত, অমায়িক, একটা ছেলে ! কক্সবাজার যাত্রা শুভহোক ভাইয়া। ) .",2
"রিয়া বা লোক দেখানো নেক আমলের পরিণতি হল জাহান্নাম  হযরত আবু হুরায়রা রাদিয়াল্লাহু আনহু থেকে বর্ণিত।  রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেনঃ ক্বিয়ামতের দিন সর্বপ্রথম যে ব্যক্তির বিচার করা হবে, সে হবে একজন ধর্মযুদ্ধে শাহাদাত বরণকারী শহীদ। তাকে আল্লাহ্র নিকট উপস্থিত করা হবে। অতঃপর আল্লাহ্ পাক তাকে দুনিয়াতে প্রদত্ত নেয়ামতসমূহের কথা স্মরণ করিয়ে দিবেন। আর সেও তা স্মরণ করবে। এরপর আল্লাহ্ তাআলা তাকে জিজ্ঞেস করবেন,...",1
শেষ কবে ১০ উইকেটে হেরেছি,0
"মুক্তি চাই বন্দী মন,মানসিকতার।না হয় শিকলবন্দী জীবন আর মুক্ত জীবনের কোন পার্থক্য খুঁজে পাই না।",5
এক অপরূপ প্রাকৃতির মাঝে ।,2
আলুটিলা গুহা,2
বন্ধুবান্ধবদের পড়ার অনুরুধ রইলো নিচের গ্রুপটি আমার নিজের।এখানে অহেতুক লাইক কমেন্ট এর জন্য কাউকে এড করিনি? কুটির শিল্প সম্পর্কে সবারই আইডিয়া আছে। গ্রুপে শুধুমাত্র আমি পোষ্ট করি। আমাদের সিলেট এ নিজেদের মহিলা কর্মী দ্বারা নকশিকাঁথা হাতে তৈরি করা হয়। আমার মা একাজগুলো পরিচালনা করেন। ছবিসহ প্রতিটি পোষ্ট.,5
"শয়তান তোমাদের সমস্ত কাজ কর্মে তোমাদের নিকট উপস্থিত হয়ঃ  হযরত জাবের রাদিয়াল্লাহু আনহু থেকে বর্ণিত। তিনি বলেন, রাসূলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, শয়তান তোমাদের সমস্ত কাজ কর্মে তোমাদের নিকট উপস্থিত হয় এমনকি তোমাদের খাবারের সময়েও উপস্থিত হয়। সুতরাং যখন কারো খাবারের লোকমা থালার বাইরে পড়ে যায়, তখন সে যেন তা তুলে তা থেকে ময়লা পরিস্কার করে খেয়ে নেয় এবং শয়তানের জন্য তা ফেলে না রাখে। আর খাবারের শেষে সে যেন তার...",1
